CompanyName,ID,Address,Category_data,Category_2nd_Level,Rating,Review_Count,Price,Street_Num,zip_code,Score
Manchu WOK,food_168,"234 W 42nd St, New York, NY 10036",Chinese,Asian,NA,NA,NA,42nd St,10036,#VALUE!
Cold Stone Creamery/ Tim Horton's,food_27,"243 W 42nd St, New York, NY 10036",Dessert,Deli,3,156,2,42nd St,10036,94.8
Dippin' Dots,food_167,"234 W 42nd St, New York, NY 10036",Dessert,Deli,NA,NA,NA,42nd St,10036,#VALUE!
Yoshinoya Beef Bowl Restaurant,food_303,"255 W 42nd St, New York, NY 10036",Japanese,Asian,2.5,130,1,42nd St,10036,79
Tony's Di Napoli,food_51,"147 W 43rd Str, New York, NY 10036",Italian,Europe,4,1616,2,43rd Str,10036,971.2
Lucky Star Cafe,food_32,"250 W 43rd St, New York, NY 10036",American,North American,3.5,51,1,43rd St,10036,32
Bella Vita,food_318,"211 W 43rd St, New York, NY 10036",Italian,Europe,3,437,2,43rd St,10036,263.4
Heartland Brewery,food_207,"127 W 43rd St, New York, NY 10036",American,North American,3.5,532,2,43rd St,10036,320.6
Brooklyn Diner,food_305,"155 W 43rd St, New York, NY 10036",Diner,Deli,3,453,2,43rd St,10036,273
Haru,food_326,"205 W 43rd St, New York, NY 10036",Japanese,Asian,3.5,580,2,43rd St,10036,349.4
Green Symphony,food_325,"255 W 43rd St, New York, NY 10036",Organic,Other,4,406,1,43rd St,10036,245.2
Shula's Steakhouse,food_33,"250 W 43rd St, New York, NY 10036",Steakhouse,Steakhouse,3.5,142,3,43rd St,10036,86.6
H&B Heartland Burgers,food_206,"127 W 43rd St, New York, NY 10036",American,North American,3.5,532,2,43rd St,10036,320.6
Bar 10,food_172,"270 W 43rd St, New York, NY 10036",Bar / Lounge,North American,2.5,20,3,43rd St,10036,13
Duvel Bar Rest,food_204,"125 W 43rd St, New York, NY 10036",Belgian,Europe,3.5,466,2,43rd St,10036,281
Osteria Al Doge,food_60,"142 W 44th St, New York, NY 10036",Italian,Europe,4,377,3,44th St,10036,227.8
Restaurant Charlotte @ Millennium Broadway Hotel,food_43,"145 W 44th St, New York, NY 10036",American,North American,3,13,2,44th St,10036,9
Sardi's Restaurant,food_78,"234-236 W 44th St, New York, NY 10036",American,North American,3.5,404,3,44th St,10036,243.8
Virgils Real Barbecue,food_65,"152 W 44th St, New York, NY 10036",Barbecue,Other,3.5,1311,2,44th St,10036,788
Carmine's,food_157,"200 W 44th St, New York, NY 10036",Italian,Europe,4,2797,2,44th St,10036,1679.8
Trattoria Dopo Teatro,food_205,"125 W 44th St, New York, NY 10036",Italian,Europe,3,116,2,44th St,10036,70.8
Jimmy's Corner,food_221,"140 W 44th St, New York, NY 10036",Bar / Lounge,North American,4,513,1,44th St,10036,309.4
Times Deli CafÃ©,food_136,"158 W 44th St, New York, NY 10036",Deli,Deli,2.5,31,2,44th St,10036,19.6
Times Square Hot Bagels,food_297,"200 W 44th St, New York, NY 10036",Deli,Deli,3.5,88,1,44th St,10036,54.2
Subway,food_219,"136 W 44th St, New York, NY 10036",Fast Food,Deli,2.5,4,1,44th St,10036,3.4
Saju French Bistro @ Hotel Mela,food_198,"120 W 44th St, New York, NY 10036",French,Europe,NA,NA,NA,44th St,10036,#VALUE!
Cafe Un Deux Trois,food_202,"123 W 44th St, New York, NY 10036",French,Europe,3.5,482,2,44th St,10036,290.6
Viva Pancho,food_115,"156 W 44th St, New York, NY 10036",Mexican,South American,3,32,2,44th St,10036,20.4
John's Pizzeria,food_40,"260 W 44th St, New York, NY 10036",Pizza,Pizza,3.5,1701,2,44th St,10036,1022
Haggis Inc,food_197,"120 W 44th St, New York, NY 10036",Scottish,Europe,3.5,397,2,44th St,10036,239.6
Just Pies Inc,food_41,"260 W 44th St, New York, NY 10036",Dessert,Deli,NA,NA,NA,44th St,10036,#VALUE!
Starlite Deli,food_292,"212 W 44th St, New York, NY 10036",Deli,Deli,3.5,39,1,44th St,10036,24.8
O'Lunney's Times Square Pub,food_44,"145 W 45th St, New York, NY 10036",American,North American,4,308,2,45th St,10036,186.4
Kodama Sushi,food_255,"301 W 45th St, New York, NY 10036",Japanese,Asian,3.5,393,2,45th St,10036,237.2
Dunhill Cafe,food_194,"109 W 45th St, New York, NY 10036",American,North American,3.5,43,1,45th St,10036,27.2
Connolly's Pub And Restaurant,food_201,"121 W 45th St, New York, NY 10036",Bar / Lounge,North American,3.5,307,2,45th St,10036,185.6
N Valenti Restaurant Associates,food_199,"120 W 45th St, New York, NY 10036",Catering,Other,NA,NA,NA,45th St,10036,#VALUE!
Cranberry Gourmet,food_196,"115 W 45th St, New York, NY 10036",Deli,Deli,3.5,153,1,45th St,10036,93.2
Frankie & Johnnie's Steakhouse,food_296,"269 W 45th St, New York, NY 10036",Steakhouse,Steakhouse,3.5,202,3,45th St,10036,122.6
The Perfect Pint,food_203,"123 W 45th St, New York, NY 10036",Bar / Lounge,North American,3.5,323,2,45th St,10036,195.2
Patina Restaurant Group,food_200,"120 W 45th St, New York, NY 10036",Catering,Other,NA,NA,NA,45th St,10036,#VALUE!
Deacon Brodie's Tavern,food_128,"370 W 46th St, New York, NY 10036",Bar / Lounge,North American,4,66,2,46th St,10036,41.2
Da Rosina Ristorante Italiano,food_98,"342 W 46th St, New York, NY 10036",Italian,Europe,3,133,2,46th St,10036,81
Sofia's,food_275,"221 W 46th St, New York, NY 10036",Italian,Europe,2,66,2,46th St,10036,40.4
Hourglass Tavern,food_301,"373 W 46th St, New York, NY 10036",NA,Other,4,631,2,46th St,10036,380.2
Rosie O'Grady's Steakhouse,food_55,"149 W 46th St, New York, NY 10036",Steakhouse,Steakhouse,2.5,20,2,46th St,10036,13
Bangkok House,food_121,"360 W 46th St, New York, NY 10036",Thai,Asian,3.5,189,2,46th St,10036,114.8
The Library @ Paramount Hotel,food_22,"235 W 46th St, New York, NY 10036",American,North American,3.5,3,3,46th St,10036,3.2
Library Bar,food_80,"235 W 46th St, New York, NY 10036",American,North American,3.5,3,3,46th St,10036,3.2
B. Smith's Restaurant Row,food_92,"320 W 46th St, New York, NY 10036",American,North American,3,198,3,46th St,10036,120
Joe Allen,food_94,"326 W 46th St, New York, NY 10036",American,North American,4,314,2,46th St,10036,190
La Rivista Ristorante,food_81,"313 W 46th St, New York, NY 10036",Italian,Europe,3,69,3,46th St,10036,42.6
Orso,food_93,"322 W 46th St, New York, NY 10036",Italian,Europe,4,151,3,46th St,10036,92.2
Becco,food_112,"355 W 46th St, New York, NY 10036",Italian,Europe,3.5,2368,3,46th St,10036,1422.2
Capri Ristorante - CLOSED,food_113,"358 W 46th St, New York, NY 10036",Italian,Europe,NA,NA,NA,46th St,10036,#VALUE!
Lattanzi Restaurant,food_116,"359 W 46th St, New York, NY 10036",Italian,Europe,3.5,196,3,46th St,10036,119
Tramonti,food_123,"364 W 46th St, New York, NY 10036",Italian,Europe,3.5,2368,3,46th St,10036,1422.2
Club House CafÃ©,food_103,"155 W 46th St, New York, NY 10036",Spanish,Europe,3.5,35,2,46th St,10036,22.4
Sangria 46,food_96,"338 W 46th St, New York, NY 10036",Spanish,Europe,3.5,334,2,46th St,10036,201.8
O'Flaherty's Ale House & Restaurant,food_95,"334 W 46th St, New York, NY 10036",American,North American,3,66,2,46th St,10036,40.8
Restaurant,food_104,"155 W 46th St, New York, NY 10036",American,North American,3,228,3,46th St,10036,138
Swing 46 Jazz and Supper Club,food_109,"349 W 46th St, New York, NY 10036",American,North American,3.5,226,3,46th St,10036,137
The House of Brews,food_122,"363 W 46th St, New York, NY 10036",American,North American,4,191,2,46th St,10036,116.2
Joshua Tree - CLOSED,food_125,"368 W 46th St, New York, NY 10036",American,North American,2.5,36,2,46th St,10036,22.6
46 Bar (Paramount Hotel),food_23,"235 W 46th St, New York, NY 10036",Bar / Lounge,North American,2.2,272,2,46th St,10036,164.08
St. Andrews Restaurant and Bar,food_61,"142 W 46th St, New York, NY 10036",Bar / Lounge,North American,3.5,397,2,46th St,10036,239.6
Ritz Bar & Lounge,food_127,"369 W 46th St, New York, NY 10036",Bar / Lounge,North American,NA,NA,NA,46th St,10036,#VALUE!
O'Brien's Bar and Grill,food_210,"134 W 46th St, New York, NY 10036",Bar / Lounge,North American,3.5,131,2,46th St,10036,80
Bourbon St Bar & Grille,food_110,"346 W 46th St, New York, NY 10036",#N/A,North American,3.5,745,2,46th St,10036,448.4
John's Shanghai,food_63,"144 W 46th St, New York, NY 10036",Chinese,Asian,NA,NA,NA,46th St,10036,#VALUE!
Grand Sichuan,food_264,"368 W 46th St, New York, NY 10036",Chinese,Asian,NA,NA,NA,46th St,10036,#VALUE!
Margon Restaurant Co.,food_218,"136 W 46th St, New York, NY 10036",Cuban,South American,4,631,1,46th St,10036,380.2
Brasserie Athena,food_11,"300 W 46th St, New York, NY 10036",French,Europe,2.5,222,2,46th St,10036,134.2
Pergola des Artistes,food_37,"252 W 46th St, New York, NY 10036",French,Europe,4,1,2,46th St,10036,2.2
Le Marais,food_56,"150 W 46th St, New York, NY 10036",French,Europe,3,228,3,46th St,10036,138
Le Rivage,food_97,"340 W 46th St, New York, NY 10036",French,Europe,3.5,310,3,46th St,10036,187.4
Minar Indian Restaurant,food_220,"138 W 46th St, New York, NY 10036",Indian,Asian,3.5,289,1,46th St,10036,174.8
Ocha Sushi,food_111,"350 W 46th St, New York, NY 10036",Japanese,Asian,3.5,110,2,46th St,10036,67.4
Patzeria Pizza,food_259,"231 W 46th St, New York, NY 10036",Pizza,Pizza,4,1330,1,46th St,10036,799.6
Broadway Joe Steakhouse,food_82,"315 W 46th St, New York, NY 10036",Steakhouse,Steakhouse,2.5,49,3,46th St,10036,30.4
Bistecca Fiorentina,food_83,"317 W 46th St, New York, NY 10036",Steakhouse,Steakhouse,4,105,3,46th St,10036,64.6
Meson Sevilla Ristorante,food_106,"344 W 46th St, New York, NY 10036",Spanish,Europe,3.5,194,2,46th St,10036,117.8
NIOS Restaurant @ Muse Hotel,food_209,"130 W 46th St, New York, NY 10036",American,North American,4,208,3,46th St,10036,126.4
Brazil Brazil,food_274,"328 W 46th St, New York, NY 10036",Brazilian,South American,3.5,327,2,46th St,10036,197.6
Pomaire,food_129,"371 W 46th St, New York, NY 10036",Chilean,South American,4,42,2,46th St,10036,26.8
Abondanza,food_46,"146 W 46th St, New York, NY 10036",Deli,Deli,3.5,17,1,46th St,10036,11.6
CAFÃ‰ @ Times Square,food_320,"159 W 46th St, New York, NY 10036",Deli,Deli,3.5,3,1,46th St,10036,3.2
Sushi of Gari,food_108,"347 W 46th St, New York, NY 10036",Japanese,Asian,4,591,4,46th St,10036,356.2
Danny's Grand Sea Palace,food_107,"346 W 46th St, New York, NY 10036",Seafood,Other,4,2,2,46th St,10036,2.8
Scarlatto,food_34,"250 W 47th St, New York, NY 10036",Italian,Europe,3.5,359,2,47th St,10036,216.8
Trattoria Trecolori,food_38,"254 W 47th St, New York, NY 10036",Italian,Europe,4,1704,2,47th St,10036,1024
Rum House,food_289,"228 W 47th St, New York, NY 10036",Bar / Lounge,North American,4,451,2,47th St,10036,272.2
Famous Dave's B-B-Q,food_322,"169 W 47th St, New York, NY 10036",Barbecue,Other,3.2,49,2.5,47th St,10036,30.68
Danny's Deli,food_152,"224 W 47th St, New York, NY 10036",Italian,Europe,2.5,31,1,47th St,10036,19.6
Langan's Bar & Restaurant,food_57,"150 W 47th St, New York, NY 10036",American,North American,3.5,191,2,47th St,10036,116
Aspen Social Club,food_135,"157 W 47th St, New York, NY 10036",American,North American,3,225,3,47th St,10036,136.2
Cafe Edison,food_278,"228 W 47th St, New York, NY 10036",American,North American,3,150,1,47th St,10036,91.2
"Mean Fiddler, The",food_256,"266 W 47th St, New York, NY 10036",Bar / Lounge,North American,4,331,2,47th St,10036,200.2
Jade Terrace,food_285,"268 W 47th St, New York, NY 10036",Chinese,Asian,1.5,2,1,47th St,10036,1.8
Y & H Grocery,food_58,"150 W 47th St, New York, NY 10036",Deli,Deli,NA,NA,NA,47th St,10036,#VALUE!
Dervish Turkish Restaurant,food_47,"146 W 47th St, New York, NY 10036",Turkish,Mid East,3.5,129,2,47th St,10036,78.8
Andy's Deli & Natural Foods,food_272,"270 W 47th St, New York, NY 10036",Deli,Deli,NA,NA,NA,47th St,10036,#VALUE!
La Masseria,food_299,"235 W 48th St, New York, NY 10036",Italian,Europe,4,483,3,48th St,10036,291.4
Sombrero,food_261,"303 W 48th St, New York, NY 10036",Mexican,South American,2.5,252,2,48th St,10036,152.2
Aoki,food_72,"234 W 48th St, New York, NY 10036",Japanese,Asian,4,189,2,48th St,10036,115
Hurley's Steak and Seafood,food_162,"232 W 48th St, New York, NY 10036",Steakhouse,Steakhouse,3.5,167,2,48th St,10036,101.6
Pongsri Thai Restaurant,food_30,"244 W 48th St, New York, NY 10036",Thai,Asian,3.5,430,2,48th St,10036,259.4
Saigon 48,food_73,"234 W 48th St, New York, NY 10036",Vietnamese,Asian,3,197,2,48th St,10036,119.4
Smokehouse,food_31,"249 W 48th St, New York, NY 10036",Italian,Europe,NA,NA,NA,48th St,10036,#VALUE!
Sbarro,food_229,"701 Seventh Ave, New York, NY 10036",Pizza,Pizza,2.5,62,1,7th Ave,10036,38.2
Tad's Steak House,food_230,"701 Seventh Ave, New York, NY 10036",Steakhouse,Steakhouse,4,254,2,7th Ave,10036,154
The Two Times Square Restaurant,food_176,"714 Seventh Ave, New York, NY 10036",American,North American,4,254,2,7th Ave,10036,154
Robert Emmett's Bar & Restaurant,food_88,"694 Eighth Ave, New York, NY 10036",American,North American,2.5,46,2,8th Ave,10036,28.6
LyBane Wine Bar,food_233,"709 Eighth Ave, New York, NY 10036",Italian,Europe,3.5,273,2,8th Ave,10036,165.2
Daniela's Trattoria,food_240,"728 Eighth Ave, New York, NY 10036",Italian,Europe,3.5,329,2,8th Ave,10036,198.8
A Slice of  Pizza,food_238,"727 Eighth Ave, New York, NY 10036",#N/A,Pizza,2,113,2,8th Ave,10036,68.6
Off Broadway Deli/ Pizza,food_267,"726 Eighth Ave, New York, NY 10036",Deli,Deli,NA,NA,NA,8th Ave,10036,#VALUE!
Chicken Bar,food_235,"717 Eighth Ave, New York, NY 10036",American,North American,3,48,1,8th Ave,10036,30
Latitude,food_242,"783 Eighth Ave, New York, NY 10036",American,North American,3.5,617,2,8th Ave,10036,371.6
Smith's Bar & Restaurant,food_248,"701 Eighth Ave, New York, NY 10036",American,North American,3,372,2,8th Ave,10036,224.4
Carve: Unique Sandwiches,food_308,"768 Eighth Ave, New York, NY 10036",American,North American,3.5,291,1,8th Ave,10036,176
Playwright Celtic Pub,food_247,"732 Eighth Ave, New York, NY 10036",Bar / Lounge,North American,3,290,2,8th Ave,10036,175.2
Starbucks,food_236,"770 Eighth Ave, New York, NY 10036",Coffee,Coffee,3,55,2,8th Ave,10036,34.2
Starbucks,food_328,"684 Eighth Ave, New York, NY 10036",Coffee,Coffee,2.5,63,2,8th Ave,10036,38.8
Gourmet ,food_84,"680 Eighth Ave, New York, NY 10036",#N/A,Deli,2.5,47,2,8th Ave,10036,29.2
vacant (Red Mango),food_286,"723 Eighth Ave, New York, NY 10036",Dessert,Deli,4,42,2,8th Ave,10036,26.8
Auntie Anne's,food_25,"664 Eighth Ave, New York, NY 10036",Fast Food,Deli,3,28,1,8th Ave,10036,18
McDonald's,food_87,"688 Eighth Ave, New York, NY 10036",Fast Food,Deli,1.5,32,1,8th Ave,10036,19.8
Spice Fusion,food_241,"777 Eighth Ave, New York, NY 10036",Indian,Asian,4,36,2,8th Ave,10036,23.2
Papa John's/Subway,food_231,"765 Eighth Ave, New York, NY 10036",Pizza,Pizza,2,11,1,8th Ave,10036,7.4
Villa Pizza,food_293,"662 Eighth Ave, New York, NY 10036",Pizza,Pizza,2,47,2,8th Ave,10036,29
Charley O's,food_234,"713 Eighth Ave, New York, NY 10036",American,North American,3,1,1,8th Ave,10036,1.8
Brazil Grill,food_243,"787 Eighth Ave, New York, NY 10036",Brazilian,South American,2.5,250,2,8th Ave,10036,151
Port Gourmet Deli,food_85,"681 Eighth Ave, New York, NY 10036",Deli,Deli,2.5,47,2,8th Ave,10036,29.2
Famous Famiglia Pizza,food_323,"686 Eighth Ave, New York, NY 10036",Pizza,Pizza,3,115,1,8th Ave,10036,70.2
vacant (8th Avenue Pavilion Flea Market),food_312,"675 Eighth Ave, New York, NY 10036",Consumables,Other,NA,NA,NA,8th Ave,10036,#VALUE!
The Whiskey,food_134,"1567 Broadway, New York, NY 10036",Bar / Lounge,North American,2.5,15,3,Broadway,10036,10
Hard Rock Cafe,food_90,"1501 Broadway, New York, NY 10036",American,North American,3,670,2,Broadway,10036,403.2
Planet Hollywood,food_91,"1540 Broadway, New York, NY 10036",American,North American,3,303,2,Broadway,10036,183
Carvel,food_158,"1501 Broadway, New York, NY 10036",Dessert,Deli,3.5,4,4,Broadway,10036,3.8
"Godiva Chocolatier, Inc.",food_48,"1460 Broadway, New York, NY 10036",Consumables,Other,4,24,2,Broadway,10036,16
Starbucks,food_137,"1585 Broadway, New York, NY 10036",Coffee,Coffee,3.5,108,2,Broadway,10036,66.2
TGI Friday's,food_105,"1552 Broadway, New York, NY 10036",American,North American,1.5,125,2,Broadway,10036,75.6
Juniors Restaurant,food_166,"1515 Broadway, New York, NY 10036",American,North American,4,3343,2,Broadway,10036,2007.4
Gingers Restaurant,food_182,"1568 Broadway, New York, NY 10036",American,North American,3,16,2,Broadway,10036,10.8
The Alicart Restaurant Group,food_150,"1501 Broadway, New York, NY 10036",Catering,Other,3.5,1311,2,Broadway,10036,788
Vacant (Juan Valdez Coffee),food_45,"1451 Broadway, New York, NY 10036",Coffee,Coffee,3.5,32,1,Broadway,10036,20.6
Starbucks,food_64,"1460 Broadway, New York, NY 10036",Coffee,Coffee,2.5,78,2,Broadway,10036,47.8
Starbucks,food_223,"1500 Broadway, New York, NY 10036",Coffee,Coffee,2.5,78,2,Broadway,10036,47.8
Starbucks (@ Marriott),food_309,"1535 Broadway, New York, NY 10036",Coffee,Coffee,2,16,1,Broadway,10036,10.4
Howard Johnson's Cafe',food_171,"1551-1553 Broadway, New York, NY 10036",Deli,Deli,NA,NA,NA,Broadway,10036,#VALUE!
David's Potbelly Stove Cafe,food_185,"1501 Broadway, New York, NY 10036",Deli,Deli,NA,NA,NA,Broadway,10036,#VALUE!
Dale & Thomas Popcorn,food_173,"1592 Broadway, New York, NY 10036",Other,Other,4.5,17,2,Broadway,10036,12
Roxy Deli,food_132,"1565 Broadway, New York, NY 10036",Deli,Deli,2.5,232,2,Broadway,10036,140.2
Tasti D-Lite,food_307,"1588 Broadway, New York, NY 10036",Dessert,Deli,3,273,3,Broadway,10036,165
Starbucks,food_77,"1530 Broadway, New York, NY 10036",Coffee,Coffee,2.5,17,2,Broadway,10036,11.2
Time Square Deli,food_186,"1501 Broadway, New York, NY 10036",Deli,Deli,4.5,3,1,Broadway,10036,3.6
Chopp't,food_265,"1460 Broadway, New York, NY 10036",Deli,Deli,NA,NA,NA,Broadway,10036,#VALUE!
Famous Famiglia Pizzeria,food_101,"1630 Broadway, New York, NY 10019",Pizza,Pizza,3,74,1,Broadway,10036,45.6
Aureole,food_193,"1 Bryant Park, New York, NY 10036",American,North American,4,768,4,Bryant Park,10036,462.4
Olive Garden Italian Restaurant,food_144,"2 Times Sq, New York, NY 10036",Italian,Europe,3,522,2,Times Sq,10036,314.4
Red Lobster,food_130,"5 Times Sq, New York, NY 10036",Seafood,Other,3,501,2,Times Sq,10036,301.8
Ruby Tuesday,food_246,"7 Times Sq, New York, NY 10036",American,North American,3,356,2,Times Sq,10036,214.8
Europa Cafe,food_1,"3 Times Sq, New York, NY 10036",Deli,Deli,1.5,23,1,Times Sq,10036,14.4
Dave & Buster's,food_215,"2481 Manana Drive, New York, NY NA",American,North American,3,707,2,Manana Dr,10036,425.4
Le Bernardin,food_331,"155 West 51st., New York, NY NA",French,Europe,4.5,2087,4,51st St,10019,1254